epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
54,774.519,0.63883,0.57479,1.21635,0.00937,0,0,0,0,0,0,0,0,0.000792325,0.000792325,0.000792325
55,788.869,0.62151,0.54823,1.18373,0.01121,0,0,0,0,0,0,0,0,0.000775822,0.000775822,0.000775822
56,803.346,0.59169,0.53145,1.19097,0.00927,0,0,0,0,0,0,0,0,0.000759318,0.000759318,0.000759318
57,817.728,0.62,0.56193,1.19587,0.01243,0,0,0,0,0,0,0,0,0.000742815,0.000742815,0.000742815
58,831.908,0.60915,0.55892,1.18231,0.0126,0,0,0,0,0,0,0,0,0.000726312,0.000726312,0.000726312
59,845.859,0.61698,0.5546,1.18915,0.01197,0,0,0,0,0,0,0,0,0.000709809,0.000709809,0.000709809
60,859.814,0.58535,0.50697,1.1808,0.01086,0,0,0,0,0,0,0,0,0.000693305,0.000693305,0.000693305
61,873.783,0.59369,0.52451,1.15978,0.01059,0,0,0,0,0,0,0,0,0.000676802,0.000676802,0.000676802
62,887.733,0.60684,0.52258,1.1582,0.00986,0,0,0,0,0,0,0,0,0.000660299,0.000660299,0.000660299
63,901.681,0.61052,0.55031,1.19212,0.01044,0,0,0,0,0,0,0,0,0.000643795,0.000643795,0.000643795
64,915.622,0.60023,0.53286,1.18228,0.01029,0,0,0,0,0,0,0,0,0.000627292,0.000627292,0.000627292
65,929.563,0.60264,0.54736,1.20528,0.00978,0,0,0,0,0,0,0,0,0.000610789,0.000610789,0.000610789
66,943.527,0.572,0.51232,1.1578,0.01063,0,0,0,0,0,0,0,0,0.000594286,0.000594286,0.000594286
67,957.468,0.5928,0.52459,1.18062,0.01066,0,0,0,0,0,0,0,0,0.000577782,0.000577782,0.000577782
68,971.424,0.58978,0.53525,1.13888,0.00873,0,0,0,0,0,0,0,0,0.000561279,0.000561279,0.000561279
69,985.371,0.56943,0.515,1.18746,0.00873,0,0,0,0,0,0,0,0,0.000544776,0.000544776,0.000544776
70,999.502,0.56947,0.526,1.17696,0.01034,0,0,0,0,0,0,0,0,0.000528272,0.000528272,0.000528272
71,1013.48,0.5865,0.52776,1.17091,0.00942,0,0,0,0,0,0,0,0,0.000511769,0.000511769,0.000511769
72,1027.44,0.55805,0.50856,1.17383,0.00961,0,0,0,0,0,0,0,0,0.000495266,0.000495266,0.000495266
73,1041.44,0.5578,0.51111,1.1635,0.00864,0,0,0,0,0,0,0,0,0.000478762,0.000478762,0.000478762
74,1055.4,0.5675,0.50626,1.13834,0.009,0,0,0,0,0,0,0,0,0.000462259,0.000462259,0.000462259
75,1069.36,0.53065,0.49159,1.1311,0.01018,0,0,0,0,0,0,0,0,0.000445756,0.000445756,0.000445756
76,1083.32,0.53972,0.49396,1.15612,0.00826,0,0,0,0,0,0,0,0,0.000429253,0.000429253,0.000429253
77,1097.28,0.53718,0.49913,1.13744,0.00702,0,0,0,0,0,0,0,0,0.000412749,0.000412749,0.000412749
78,1111.23,0.53707,0.49762,1.17102,0.00941,0,0,0,0,0,0,0,0,0.000396246,0.000396246,0.000396246
79,1125.18,0.5253,0.50476,1.1469,0.00913,0,0,0,0,0,0,0,0,0.000379743,0.000379743,0.000379743
80,1139.13,0.52458,0.48422,1.13923,0.00805,0,0,0,0,0,0,0,0,0.000363239,0.000363239,0.000363239
81,1153.08,0.531,0.48486,1.15147,0.00894,0,0,0,0,0,0,0,0,0.000346736,0.000346736,0.000346736
82,1167.04,0.51071,0.48311,1.14051,0.0103,0,0,0,0,0,0,0,0,0.000330233,0.000330233,0.000330233
83,1181,0.5288,0.49859,1.14302,0.0077,0,0,0,0,0,0,0,0,0.000313729,0.000313729,0.000313729
84,1194.96,0.50824,0.4654,1.11724,0.00882,0,0,0,0,0,0,0,0,0.000297226,0.000297226,0.000297226
85,1208.91,0.51718,0.48039,1.1466,0.01106,0,0,0,0,0,0,0,0,0.000280723,0.000280723,0.000280723
86,1222.88,0.52038,0.4727,1.14794,0.00885,0,0,0,0,0,0,0,0,0.00026422,0.00026422,0.00026422
87,1236.83,0.52533,0.48458,1.12702,0.0079,0,0,0,0,0,0,0,0,0.000247716,0.000247716,0.000247716
88,1250.8,0.51962,0.48348,1.13064,0.00749,0,0,0,0,0,0,0,0,0.000231213,0.000231213,0.000231213
89,1264.75,0.49958,0.45631,1.12532,0.00744,0,0,0,0,0,0,0,0,0.00021471,0.00021471,0.00021471
90,1278.7,0.4954,0.46386,1.13987,0.00658,0,0,0,0,0,0,0,0,0.000198206,0.000198206,0.000198206
91,1305.74,0.40044,0.36046,1.12294,0.00423,0,0,0,0,0,0,0,0,0.000181703,0.000181703,0.000181703
92,1319.66,0.39278,0.3565,1.12397,0.00265,0,0,0,0,0,0,0,0,0.0001652,0.0001652,0.0001652
93,1333.58,0.38682,0.35017,1.11453,0.00495,0,0,0,0,0,0,0,0,0.000148696,0.000148696,0.000148696
94,1347.5,0.3772,0.33966,1.11055,0.00366,0,0,0,0,0,0,0,0,0.000132193,0.000132193,0.000132193
95,1361.42,0.37258,0.33342,1.10136,0.00308,0,0,0,0,0,0,0,0,0.00011569,0.00011569,0.00011569
96,1375.35,0.3668,0.33897,1.11436,0.00322,0,0,0,0,0,0,0,0,9.91865e-05,9.91865e-05,9.91865e-05
97,1389.25,0.36638,0.3392,1.08652,0.00426,0,0,0,0,0,0,0,0,8.26832e-05,8.26832e-05,8.26832e-05
98,1403.18,0.36463,0.32933,1.07883,0.00334,0,0,0,0,0,0,0,0,6.61799e-05,6.61799e-05,6.61799e-05
99,1417.09,0.36365,0.33191,1.10074,0.00367,0,0,0,0,0,0,0,0,4.96766e-05,4.96766e-05,4.96766e-05
100,1433.88,0.3538,0.32597,1.09496,0.00287,0.95379,0.44366,0.49628,0.45922,0.37763,0.40238,1.11068,0.00687,3.31733e-05,3.31733e-05,3.31733e-05
