epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
33,396.189,0.70435,0.65277,1.25249,0.0136,0,0,0,0,0,0,0,0,0.00113889,0.00113889,0.00113889
34,406.567,0.71317,0.65846,1.26028,0.01295,0,0,0,0,0,0,0,0,0.00112239,0.00112239,0.00112239
35,416.911,0.68709,0.6512,1.23155,0.01156,0,0,0,0,0,0,0,0,0.00110589,0.00110589,0.00110589
36,427.269,0.66871,0.64612,1.23833,0.01278,0,0,0,0,0,0,0,0,0.00108938,0.00108938,0.00108938
37,437.588,0.65712,0.63921,1.26935,0.01346,0,0,0,0,0,0,0,0,0.00107288,0.00107288,0.00107288
38,447.926,0.66261,0.60447,1.24649,0.01134,0,0,0,0,0,0,0,0,0.00105638,0.00105638,0.00105638
39,458.266,0.64878,0.6181,1.252,0.01278,0,0,0,0,0,0,0,0,0.00103987,0.00103987,0.00103987
40,468.61,0.67952,0.66588,1.23673,0.01249,0,0,0,0,0,0,0,0,0.00102337,0.00102337,0.00102337
41,478.964,0.68009,0.64587,1.23976,0.00974,0,0,0,0,0,0,0,0,0.00100687,0.00100687,0.00100687
42,489.315,0.66307,0.62539,1.24887,0.01061,0,0,0,0,0,0,0,0,0.000990365,0.000990365,0.000990365
43,499.653,0.63179,0.5887,1.21941,0.0099,0,0,0,0,0,0,0,0,0.000973861,0.000973861,0.000973861
44,509.988,0.64752,0.59784,1.24144,0.0097,0,0,0,0,0,0,0,0,0.000957358,0.000957358,0.000957358
45,520.334,0.66067,0.61648,1.2286,0.01273,0,0,0,0,0,0,0,0,0.000940855,0.000940855,0.000940855
46,530.678,0.661,0.60551,1.20818,0.01064,0,0,0,0,0,0,0,0,0.000924352,0.000924352,0.000924352
47,541.013,0.6557,0.61934,1.2118,0.00812,0,0,0,0,0,0,0,0,0.000907848,0.000907848,0.000907848
48,551.362,0.63692,0.60149,1.22926,0.01147,0,0,0,0,0,0,0,0,0.000891345,0.000891345,0.000891345
49,561.68,0.61994,0.59892,1.22531,0.01091,0,0,0,0,0,0,0,0,0.000874842,0.000874842,0.000874842
50,572.034,0.62099,0.59257,1.20247,0.01142,0,0,0,0,0,0,0,0,0.000858338,0.000858338,0.000858338
51,582.375,0.62596,0.55645,1.19362,0.01092,0,0,0,0,0,0,0,0,0.000841835,0.000841835,0.000841835
52,592.715,0.59223,0.57022,1.17981,0.01037,0,0,0,0,0,0,0,0,0.000825332,0.000825332,0.000825332
53,603.047,0.62166,0.58824,1.22412,0.01075,0,0,0,0,0,0,0,0,0.000808828,0.000808828,0.000808828
54,613.39,0.61603,0.56679,1.19511,0.01051,0,0,0,0,0,0,0,0,0.000792325,0.000792325,0.000792325
55,623.729,0.61901,0.57563,1.1786,0.0087,0,0,0,0,0,0,0,0,0.000775822,0.000775822,0.000775822
56,634.061,0.65053,0.58498,1.20103,0.01096,0,0,0,0,0,0,0,0,0.000759318,0.000759318,0.000759318
57,644.407,0.63435,0.57715,1.20977,0.01068,0,0,0,0,0,0,0,0,0.000742815,0.000742815,0.000742815
58,654.749,0.59666,0.5526,1.18757,0.00989,0,0,0,0,0,0,0,0,0.000726312,0.000726312,0.000726312
59,665.075,0.59732,0.56301,1.1969,0.00996,0,0,0,0,0,0,0,0,0.000709809,0.000709809,0.000709809
60,675.423,0.57383,0.54405,1.16004,0.00927,0,0,0,0,0,0,0,0,0.000693305,0.000693305,0.000693305
61,685.795,0.60246,0.5456,1.18696,0.0099,0,0,0,0,0,0,0,0,0.000676802,0.000676802,0.000676802
62,696.139,0.55326,0.54152,1.17671,0.00726,0,0,0,0,0,0,0,0,0.000660299,0.000660299,0.000660299
63,706.464,0.61215,0.56616,1.2041,0.01029,0,0,0,0,0,0,0,0,0.000643795,0.000643795,0.000643795
64,716.804,0.58227,0.54997,1.17247,0.00826,0,0,0,0,0,0,0,0,0.000627292,0.000627292,0.000627292
65,727.141,0.5931,0.56721,1.19435,0.00941,0,0,0,0,0,0,0,0,0.000610789,0.000610789,0.000610789
66,737.501,0.57096,0.54096,1.17088,0.01037,0,0,0,0,0,0,0,0,0.000594286,0.000594286,0.000594286
67,747.922,0.55424,0.53573,1.16826,0.00889,0,0,0,0,0,0,0,0,0.000577782,0.000577782,0.000577782
68,758.306,0.57069,0.53595,1.16303,0.00901,0,0,0,0,0,0,0,0,0.000561279,0.000561279,0.000561279
69,768.686,0.5648,0.53578,1.19832,0.01021,0,0,0,0,0,0,0,0,0.000544776,0.000544776,0.000544776
70,779.032,0.56894,0.52853,1.16023,0.00899,0,0,0,0,0,0,0,0,0.000528272,0.000528272,0.000528272
71,789.373,0.55411,0.52024,1.14761,0.0082,0,0,0,0,0,0,0,0,0.000511769,0.000511769,0.000511769
72,799.706,0.56842,0.5656,1.20125,0.00891,0,0,0,0,0,0,0,0,0.000495266,0.000495266,0.000495266
73,810.044,0.54338,0.52542,1.16026,0.00908,0,0,0,0,0,0,0,0,0.000478762,0.000478762,0.000478762
74,820.374,0.55011,0.52181,1.15487,0.0072,0,0,0,0,0,0,0,0,0.000462259,0.000462259,0.000462259
75,830.798,0.53817,0.49719,1.13294,0.00599,0,0,0,0,0,0,0,0,0.000445756,0.000445756,0.000445756
76,841.148,0.52387,0.51032,1.16287,0.00833,0,0,0,0,0,0,0,0,0.000429253,0.000429253,0.000429253
77,851.54,0.54774,0.52476,1.18714,0.00821,0,0,0,0,0,0,0,0,0.000412749,0.000412749,0.000412749
78,862.034,0.56094,0.52333,1.14594,0.00742,0,0,0,0,0,0,0,0,0.000396246,0.000396246,0.000396246
79,872.365,0.54913,0.5348,1.15889,0.00875,0,0,0,0,0,0,0,0,0.000379743,0.000379743,0.000379743
80,882.718,0.55664,0.53118,1.16132,0.00919,0,0,0,0,0,0,0,0,0.000363239,0.000363239,0.000363239
81,893.075,0.5498,0.4941,1.15203,0.00899,0,0,0,0,0,0,0,0,0.000346736,0.000346736,0.000346736
82,903.502,0.51973,0.50402,1.17019,0.00772,0,0,0,0,0,0,0,0,0.000330233,0.000330233,0.000330233
83,913.95,0.51269,0.4792,1.1463,0.00736,0,0,0,0,0,0,0,0,0.000313729,0.000313729,0.000313729
84,924.283,0.52617,0.50238,1.13545,0.0077,0,0,0,0,0,0,0,0,0.000297226,0.000297226,0.000297226
85,934.627,0.52209,0.48734,1.15579,0.009,0,0,0,0,0,0,0,0,0.000280723,0.000280723,0.000280723
86,944.985,0.54437,0.50088,1.15405,0.00787,0,0,0,0,0,0,0,0,0.00026422,0.00026422,0.00026422
87,955.608,0.51731,0.47582,1.15446,0.00933,0,0,0,0,0,0,0,0,0.000247716,0.000247716,0.000247716
88,965.949,0.52329,0.48436,1.12373,0.00762,0,0,0,0,0,0,0,0,0.000231213,0.000231213,0.000231213
89,976.268,0.48923,0.46796,1.13715,0.00533,0,0,0,0,0,0,0,0,0.00021471,0.00021471,0.00021471
90,986.603,0.49711,0.48232,1.13285,0.00888,0,0,0,0,0,0,0,0,0.000198206,0.000198206,0.000198206
91,997.663,0.39899,0.38646,1.11148,0.00427,0,0,0,0,0,0,0,0,0.000181703,0.000181703,0.000181703
92,1008.01,0.40444,0.38713,1.13349,0.00355,0,0,0,0,0,0,0,0,0.0001652,0.0001652,0.0001652
93,1018.39,0.39117,0.35839,1.11548,0.00351,0,0,0,0,0,0,0,0,0.000148696,0.000148696,0.000148696
94,1028.87,0.3812,0.35826,1.10898,0.00444,0,0,0,0,0,0,0,0,0.000132193,0.000132193,0.000132193
95,1039.16,0.37517,0.36404,1.11912,0.0041,0,0,0,0,0,0,0,0,0.00011569,0.00011569,0.00011569
96,1049.47,0.38295,0.35241,1.13363,0.00339,0,0,0,0,0,0,0,0,9.91865e-05,9.91865e-05,9.91865e-05
97,1059.75,0.3768,0.34446,1.11577,0.00233,0,0,0,0,0,0,0,0,8.26832e-05,8.26832e-05,8.26832e-05
98,1070.03,0.37218,0.3525,1.10985,0.00271,0,0,0,0,0,0,0,0,6.61799e-05,6.61799e-05,6.61799e-05
99,1080.3,0.36621,0.34356,1.10599,0.00258,0,0,0,0,0,0,0,0,4.96766e-05,4.96766e-05,4.96766e-05
100,1098.7,0.37204,0.34283,1.10809,0.00198,0.93689,0.43911,0.45611,0.42619,0.42456,0.47816,1.14534,0.00754,3.31733e-05,3.31733e-05,3.31733e-05
